Prioridad,Lakehouse,Esquema,source_table,target_table,Campo_001,Campo_002,Campo_003,Campo_004,Campo_005,Campo_006,Campo_007,Campo_008,Campo_009,Campo_010,Campo_011,Campo_012,Campo_013,Campo_014,Campo_015,Campo_016,Campo_017,Campo_018,Campo_019,Campo_020,Campo_021,Campo_022,Campo_023,Campo_024,Campo_025,Campo_026,Campo_027,Campo_028,Campo_029,Campo_030,Campo_031,Campo_032,Campo_033,Campo_034,Campo_035,Campo_036,Campo_037,Campo_038,Campo_039,Campo_040,Campo_041,Campo_042,Campo_043,Campo_044,Campo_045,Campo_046,Campo_047,Campo_048,Campo_049,Campo_050,Campo_051,Campo_052,Campo_053,Campo_054,Campo_055,Campo_056,Campo_057,Campo_058,Campo_059,Campo_060,Campo_061,Campo_062,Campo_063,Campo_064,Campo_065,Campo_066,Campo_067,Campo_068,Campo_069,Campo_070,Campo_071,Campo_072,Campo_073,Campo_074,Campo_075,Campo_076,Campo_077,Campo_078,Campo_079,Campo_080,Campo_081,Campo_082,Campo_083,Campo_084,Campo_085,Campo_086,Campo_087,Campo_088,Campo_089,Campo_090,Campo_091,Campo_092,Campo_093,Campo_094,Campo_095,Campo_096,Campo_097,Campo_098,Campo_099,Campo_100,Campo_101,Campo_102,Campo_103,Campo_104,Campo_105,Campo_106,Campo_107,Campo_108,Campo_109,Campo_110,Campo_111,Campo_112,Campo_113,Campo_114,Campo_115,Campo_116,Campo_117,Campo_118,Campo_119,Campo_120,Campo_121,Campo_122,Campo_123,Campo_124,Campo_125,Campo_126,Campo_127,Campo_128,Campo_129,Campo_130,Campo_131,Campo_132,Campo_133,Campo_134,Campo_135,Campo_136,Campo_137,Campo_138,Campo_139,Campo_140,Campo_141,Campo_142,Campo_143,Campo_144,Campo_145,Campo_146,Campo_147,Campo_148,Campo_149,Campo_150,Campo_151,Campo_152,Campo_153,Campo_154,Campo_155,Campo_156,Campo_157,Campo_158,Campo_159,Campo_160,Campo_161,Campo_162,Campo_163,Campo_164,Campo_165,Campo_166,Campo_167,Campo_168,Campo_169,Campo_170,Campo_171,Campo_172,Campo_173,Campo_174,Campo_175,Campo_176,Campo_177,Campo_178,Campo_179,Campo_180,Campo_181,Campo_182,Campo_183,Campo_184,Campo_185,Campo_186,Campo_187,Campo_188,Campo_189,Campo_190,Campo_191,Campo_192,Campo_193,Campo_194,Campo_195,Campo_196,Campo_197,Campo_198,Campo_199,Campo_200,Campo_201,Campo_202,Campo_203,Campo_204,Campo_205,Campo_206,Campo_207,Campo_208,Campo_209,sap_Client,sap_CreatedBy,sap_CreatedOn,sap_LastChangedBy,sap_LastChangedOn,sap_DataSource,sap_LogicalSystem,sap_DataPackage,Notas_SAP
0,lh_bronze_qad1,fi,PJ_MSTR,projects,PJ_PROJECT,PJ_DESC,CAST(PJ_ACTIVE AS BOOLEAN),CAST(PJ_BEG_DT AS DATE),CAST(PJ_CMTINDX AS INTEGER),CAST(PJ_COMP AS DATE),CAST(PJ_FINDATE AS DATE),CAST(PJ_REVDATE AS DATE),CAST(PJ_REVFIN AS DATE),PJ_STAT,PJ_TYPE,PJ_USER1,PJ_USER2,PJ_DOMAIN,CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,fi,IPROJECT,projects,WBSElement,WBSElementDescription,,DocumentDate,,DocumentDate,DocumentDate,DocumentDate,DocumentDate,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,md,work_centers,work_centers,work_center_id,description,department,work_storage_location_id,machine_id,user_field_1,user_field_2,modified_date,modified_by,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,md,WC_MSTR,work_centers,WC_WKCTR,WC_DESC,"COALESCE(WC_DEPT, ' ')","COALESCE(WC_WK_LOC, ' ')","COALESCE(WC_MCH, ' ')",WC_USER1,WC_USER2,CAST(WC_MOD_DATE AS DATE),"COALESCE(WC_USERID, ' ')",WC_DOMAIN,CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,md,IWORKCENTER,work_centers,,Description,,,,,,DocumentDate,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,mm,budget_work_center,budget_work_center,work_center,user_name,creation_date,total_quantity,posting_date,planning_schedule,quantity_01,quantity_02,quantity_03,quantity_04,quantity_05,prbg_chr01,prbg_chr02,prbg_chr03,prbg_chr04,prbg_chr05,prbg_dec01,prbg_dec02,prbg_dte01,prbg_dte02,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,mm,XXPRBG_HIST,budget_work_center,XXPRBG_MCH,XXPRBG_USERID,XXPRBG_DATE_CREATE,XXPRBG_QTY,XXPRBG_DATE,XXPRBG_SCHEDULE,XXPRBG_QTY_1,XXPRBG_QTY_2,XXPRBG_QTY_3,XXPRBG_QTY_4,XXPRBG_QTY_5,XXPRBG__CHR01,XXPRBG__CHR02,XXPRBG__CHR03,XXPRBG__CHR04,XXPRBG__CHR05,XXPRBG__DEC01,XXPRBG__DEC02,XXPRBG__DTE01,XXPRBG__DTE02,XXPRBG_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad2,mm,XXPRBG_HIST,budget_work_center,XXPRBG_MCH,XXPRBG_USERID,XXPRBG_DATE_CREATE,XXPRBG_QTY,XXPRBG_DATE,XXPRBG_SCHEDULE,NULL,NULL,NULL,NULL,NULL,XXPRBG__CHR01,XXPRBG__CHR02,NULL,NULL,NULL,XXPRBG__DEC01,XXPRBG__DEC02,XXPRBG__DTE01,XXPRBG__DTE02,XXPRBG_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,mm,IWORKCENTER,budget_work_center,,,DocumentDate,,PostingDate,,,,,,,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,pp,bill_of_material,bill_of_material,pararent,component,reference,qty_period,scrp_pct,ps_code,lt_off,start,end,rmks,op,item_no,mandatory,exclusive,process,qty_type,user1,user2,fcst_pct,default,group,critical,qty_per_b,comp_unit_of_measure,unit_of_measure_conv,assay,comm_code,non_bal,user_id,mod_date,batch_pct,cmtindx,start_ecn,end_ecn,joint_type,cop_qty,cst_pct,prod_pct,qty_cons,qty_exch,qty_diag,chr01,chr02,dte01,dte02,dec01,dec02,log01,log02,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,pp,PS_MSTR,bill_of_material,PS_PAR,PS_COMP,PS_REF,PS_QTY_PER,PS_SCRP_PCT,PS_PS_CODE,PS_LT_OFF,PS_START,PS_END,PS_RMKS,PS_OP,PS_ITEM_NO,PS_MANDATORY,PS_EXCLUSIVE,PS_PROCESS,PS_QTY_TYPE,PS_USER1,PS_USER2,PS_FCST_PCT,PS_DEFAULT,PS_GROUP,PS_CRITICAL,PS_QTY_PER_B,PS_COMP_UM,PS_UM_CONV,PS_ASSAY,PS_COMM_CODE,PS_NON_BAL,PS_USERID,PS_MOD_DATE,PS_BATCH_PCT,PS_CMTINDX,PS_START_ECN,PS_END_ECN,PS_JOINT_TYPE,PS_COP_QTY,PS_CST_PCT,PS_PROD_PCT,PS_QTY_CONS,PS_QTY_EXCH,PS_QTY_DIAG,PS__CHR01,PS__CHR02,PS__DTE01,PS__DTE02,PS__DEC01,PS__DEC02,PS__LOG01,PS__LOG02,PS_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,pp,IBOMITEM,bill_of_material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,,,,,,,,,,,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,pp,bill_of_material_header,bill_of_material_header,parent,desc,batch,unit_of_measure_code,cmtindx,ll_code,user1,user2,user_id,mod_date,chr01,chr02,chr03,chr04,chr05,dte01,dte02,dec01,dec02,log01,formula,mthd,fsm_type,plant_id,storage_location_id,mthd_qtycompl,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,pp,BOM_MSTR,bill_of_material_header,BOM_PARENT,BOM_DESC,BOM_BATCH,BOM_BATCH_UM,BOM_CMTINDX,BOM_LL_CODE,BOM_USER1,BOM_USER2,BOM_USERID,BOM_MOD_DATE,BOM__CHR01,BOM__CHR02,BOM__CHR03,BOM__CHR04,BOM__CHR05,BOM__DTE01,BOM__DTE02,BOM__DEC01,BOM__DEC02,BOM__LOG01,BOM_FORMULA,BOM_MTHD,BOM_FSM_TYPE,BOM_SITE,BOM_LOC,BOM_MTHD_QTYCOMPL,BOM_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,pp,IBOMHEADER,bill_of_material_header,,Description,,,,,,,,DocumentDate,,,,,,,,,,,,,,Plant,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,pp,routing_operations,routing_operations,routing_id,operation_number,operation_description,work_center_id,machine_id,user_field_1,user_field_2,modified_date,modified_by,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,pp,RO_DET,routing_operations,RO_ROUTING,CAST(CAST(RO_OP AS INT) AS STRING),RO_DESC,RO_WKCTR,RO_MCH,RO_USER1,RO_USER2,CAST(RO_MOD_DATE AS DATE),RO_MOD_USERID,RO_DOMAIN,CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,pp,IPRODUCTROUTING,routing_operations,,,Description,,,,,DocumentDate,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
5,lh_silver_erp,tm,incoterms,incoterms,incoterm_id,type,desc,user1,user2,chr01,chr02,chr03,chr04,chr05,chr06,chr07,chr08,dec01,dec02,dte01,dte02,log01,log02,accrual_level,lc_charge,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_qad1,tm,FT_MSTR,incoterms,FT_TERMS,FT_TYPE,FT_DESC,FT_USER1,FT_USER2,FT__CHR01,FT__CHR02,FT__CHR03,FT__CHR04,FT__CHR05,FT__CHR06,FT__CHR07,FT__CHR08,FT__DEC01,FT__DEC02,FT__DTE01,FT__DTE02,FT__LOG01,FT__LOG02,FT_ACCRUAL_LEVEL,FT_LC_CHARGE,FT_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,lh_bronze_sap_rise,tm,IINCOTERMS,incoterms,,,Description,,,,,,,,,,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,aa,asset_balance_details,asset_balance_details,fixed_asset_id,account_type,account_id,subaccount_id,cost_center_id,project_id,glseq,mod_userid,mod_date,user1,user2,chr01,dec01,log01,dte01,int01,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,aa,FABA_DET,asset_balance_details,FABA_FA_ID,FABA_ACCTYPE,FABA_ACCT,FABA_SUB,FABA_CC,FABA_PROJ,FABA_GLSEQ,FABA_MOD_USERID,FABA_MOD_DATE,FABA_USER1,FABA_USER2,FABA__CHR01,FABA__DEC01,FABA__LOG01,FABA__DTE01,FABA__INT01,FABA_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,aa,IASHV,asset_balance_details,Subnumber,AssetTransactionType,GLAccount,GLAccountInChartOfAccounts,CostCenter,WBSElementInternalID,,,DocumentDate,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,aa,asset_budget_details,asset_budget_details,fixed_asset_id,fabk_seq,fabk_id,famt_id,life,date,amt,ovrdt,ovramt,salvamt,resrv,uplife,upper,unit_of_measure_code,famtr_id,upcost,cst_adjper,mod_userid,mod_date,user1,user2,chr01,dec01,log01,dte01,int01,int02,dec02,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,aa,FAB_DET,asset_budget_details,FAB_FA_ID,FAB_FABK_SEQ,FAB_FABK_ID,FAB_FAMT_ID,FAB_LIFE,FAB_DATE,FAB_AMT,FAB_OVRDT,FAB_OVRAMT,FAB_SALVAMT,FAB_RESRV,FAB_UPLIFE,FAB_UPPER,FAB_UM,FAB_FAMTR_ID,FAB_UPCOST,FAB_CST_ADJPER,FAB_MOD_USERID,FAB_MOD_DATE,FAB_USER1,FAB_USER2,FAB__CHR01,FAB__DEC01,FAB__LOG01,FAB__DTE01,FAB__INT01,FAB__INT02,FAB__DEC02,FAB_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,aa,IASHV,asset_budget_details,Subnumber,,,,,DocumentDate,,,,,,,,,,,,,DocumentDate,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,aa,asset_transactions,asset_transactions,fixed_asset_id,type,amt,yrper,life,resrv,famt_id,fabk_id,migrate,mod_userid,mod_date,user1,user2,chr01,dec01,log01,dte01,int01,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,aa,FAADJ_MSTR,asset_transactions,FAADJ_FA_ID,FAADJ_TYPE,FAADJ_AMT,FAADJ_YRPER,FAADJ_LIFE,FAADJ_RESRV,FAADJ_FAMT_ID,FAADJ_FABK_ID,FAADJ_MIGRATE,FAADJ_MOD_USERID,FAADJ_MOD_DATE,FAADJ_USER1,FAADJ_USER2,FAADJ__CHR01,FAADJ__DEC01,FAADJ__LOG01,FAADJ__DTE01,FAADJ__INT01,FAADJ_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,aa,IASHV,asset_transactions,Subnumber,,,,,,,,,,DocumentDate,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,aa,fixed_assets,fixed_assets,fixed_asset_id,segment_id,post,dep,desc1,receiver,auth_number,qty,code,startdt,wardt,disp_dt,disp_rsn,puramt,replamt,dispamt,salvamt,custodian,facls_id,parent,vendsrc,po,fabch_id,cmtindx,ins_co,ins_date,ins_id,insamt,migrate,mod_userid,mod_date,user1,user2,chr01,chr02,chr03,chr04,dec01,dec02,dec03,dec04,log01,log02,log03,log04,dte01,dte02,dte03,dte04,int01,int02,int03,int04,split_from,split_date,faloc_id,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
